AssetType,Name,Address,GEOID,geo
Public Schools,Morehouse Junior High School,"1001 W Madison Ave, Bastrop, LA 71220, USA",22067950800,POINT (-91.924207 32.7754931)
Public Schools,Morehouse Magnet School,"909 Larche Ln, Bastrop, LA 71220, USA",22067950400,POINT (-91.9183049 32.7863684)
Public Schools,Morgan City High School,"2400 Tiger Dr, Morgan City, LA 70380, USA",22101040200,POINT (-91.2042937 29.7169812)
Public Schools,Morgan City Junior High School,"911 Marguerite St, Morgan City, LA 70380, USA",22101040200,POINT (-91.2037778 29.7054442)
Public Schools,Morris Jeff Community School,"211 S Lopez St, New Orleans, LA 70119, USA",22071006300,POINT (-90.09354189999999 29.9680279)
Public Schools,Morse Elementary School,"735 S Crocker St, Morse, LA 70559, USA",22001961100,POINT (-92.49726530000001 30.1677301)
Public Schools,Moss Bluff Elementary School,"215 School St, Moss Bluff, LA 70611, USA",22019002204,POINT (-93.2033544 30.2994839)
Public Schools,Moss Bluff Middle School,"297 Park Rd, Moss Bluff, LA 70611, USA",22019002203,POINT (-93.2200348 30.3063875)
Public Schools,Mt. Hermon School,"Hwy. 38 Mount Hermon 36119, Mt Hermon, LA 70450, USA",22117950400,POINT (-90.2945451 30.956824)
Public Schools,Mulberry Elementary School,"450 Cougar Dr, Houma, LA 70360, USA",22109001500,POINT (-90.74021619999999 29.5697867)
Public Schools,Myrtle C. Thibodeaux Elementary School,"537 Avenue D, Westwego, LA 70094, USA",22051027200,POINT (-90.1428602 29.9067899)
Public Schools,Myrtle Place Elementary School,"1100 Myrtle Pl, Lafayette, LA 70506, USA",22055000602,POINT (-92.0316734 30.2272291)
Public Schools,N. P. Moss Preparatory Academy,"Lafayette, LA 70507, USA",22055001200,POINT (-92.0081756 30.2329784)
Public Schools,N.P. Trist Middle School,"1 Pirates Cove, Meraux, LA 70075, USA",22087030209,POINT (-89.92457999999999 29.9286991)
Public Schools,N.S.U. Elementary Lab School,"125 Central Avenue, Natchitoches, LA 71457, USA",22069000700,POINT (-93.08999999999999 31.76)
Public Schools,N.S.U. Middle Lab School,"Tec Bldg Pod A, Natchitoches, LA 71497, USA",22069000700,POINT (-93.0926681 31.7499336)
Public Schools,Napoleonville Middle School,"4847 LA-1, Napoleonville, LA 70390, USA",22007050400,POINT (-91.02673560000001 29.9428134)
Public Schools,Napoleonville Primary School,"185 LA-1008, Napoleonville, LA 70390, USA",22007050400,POINT (-91.0320504 29.9385367)
Public Schools,Natalbany Middle,"47370 N Morrison Blvd, Natalbany, LA 70451, USA",22105954001,POINT (-90.48165159999999 30.54395689999999)
Public Schools,Natchitoches Central High School,"6513 LA-1 Bypass, Natchitoches, LA 71457, USA",22069000600,POINT (-93.1083379 31.7453297)
Public Schools,Natchitoches Jr. High School,"1621 Welch St, Natchitoches, LA 71457, USA",22069000400,POINT (-93.0996218 31.7809402)
Public Schools,Natchitoches Magnet School,"800 Koonce St, Natchitoches, LA 71457, USA",22069000400,POINT (-93.1057009 31.7699471)
Public Schools,Natchitoches Parish Technical And Career Center,"1055 Parkway Dr, Natchitoches, LA 71457, USA",22069000600,POINT (-93.06133709999999 31.7529443)
Public Schools,Nebo Elementary School,"Jena, LA 71342, USA",22059970200,POINT (-92.1181666 31.6709869)
Public Schools,Negreet High School,"4129 LA-476, Negreet, LA 71460, USA",22085000600,POINT (-93.5742521 31.469784)
Public Schools,Nelson Elementary School,"3121 St Bernard Ave, New Orleans, LA 70119, USA",22071003701,POINT (-90.0745487 29.989681)
Public Schools,Neville High School,"600 Forsythe Ave, Monroe, LA 71201, USA",22073000100,POINT (-92.1265609 32.5212962)
Public Schools,New Harmony High Institute,"3368 Esplanade Ave, New Orleans, LA 70119, USA",22071004100,POINT (-90.0869395 29.9810268)
Public Schools,New Iberia Senior High School,"1301 E Admiral Doyle Dr, New Iberia, LA 70560, USA",22045031100,POINT (-91.811784 29.9832592)
Public Schools,New Orleans Center For Creative Arts,"2800 Chartres St, New Orleans, LA 70117, USA",22071001200,POINT (-90.0493676 29.9627701)
Public Schools,New Orleans Charter Science And Mathematics Hs,"5625 Loyola Ave, New Orleans, LA 70115, USA",22071011700,POINT (-90.114609 29.9332828)
Public Schools,New Orleans Military & Maritime Academy,"425 O'Bannon St, New Orleans, LA 70114, USA",22071000605,POINT (-90.034297 29.950751)
Public Schools,New Sarpy Elementary School,"130 Plantation Rd, Destrehan, LA 70047, USA",22089062301,POINT (-90.3770234 29.9732794)
Public Schools,New Vision Learning Academy,"507 Swayze St, Monroe, LA 71201, USA",22073000700,POINT (-92.0857401 32.5126915)
Public Schools,Noble Minds,"1333 S Carrollton Ave, New Orleans, LA 70118, USA",22071012700,POINT (-90.128205 29.9482917)
Public Schools,Norco Elementary School,"102 5th St, Norco, LA 70079, USA",22089062500,POINT (-90.42111039999999 30.0088333)
Public Schools,North Banks Middle School Of Excellence,"5959 Cadillac St, Baton Rouge, LA 70811, USA",22033003400,POINT (-91.1315596 30.5185561)
Public Schools,North Bayou Rapides Elementary,"5500 England Dr, Alexandria, LA 71303, USA",22079010500,POINT (-92.5101128 31.3324438)
Public Schools,North Caddo Elementary-Middle School,"100 W Kentucky Ave, Vivian, LA 71082, USA",22017025000,POINT (-93.9858428 32.8757125)
Public Schools,North Caddo High School,"201 Airport Dr, Vivian, LA 71082, USA",22017025000,POINT (-93.9894525 32.8607385)
Public Schools,North Central High School,"6579 LA-10, Washington, LA 70589, USA",22097960200,POINT (-91.98467620000001 30.7277284)
Public Schools,North Corbin Elementary School,"32645 N Corbin Rd, Walker, LA 70785, USA",22063040201,POINT (-90.8302295 30.5408348)
Public Schools,North Corbin Junior High School,"32725 N Corbin Rd, Walker, LA 70785, USA",22063040201,POINT (-90.83012869999999 30.5420073)
Public Schools,North Crowley Elementary School,"820 W 15th St, Crowley, LA 70526, USA",22001960900,POINT (-92.38685629999999 30.2205436)
Public Schools,North Desoto High School,"2571 US-171, Stonewall, LA 71078, USA",22031950100,POINT (-93.82779590000001 32.2341599)
Public Schools,North Desoto Lower Elementary School,"2623 US-171, Stonewall, LA 71078, USA",22031950100,POINT (-93.8290363 32.2324926)
Public Schools,North Desoto Middle School 6-8,"2573 US-171, Stonewall, LA 71078, USA",22031950100,POINT (-93.8237571 32.2348837)
Public Schools,North Desoto Upper Elementary School,"2535 US-171, Stonewall, LA 71078, USA",22031950100,POINT (-93.82681529999999 32.235796)
Public Schools,North Elementary School,"308 W Martin Luther King Jr Dr, Opelousas, LA 70570, USA",22097961300,POINT (-92.08323680000001 30.5495544)
Public Schools,W. Smith Jr. Elementary School,"6701 E St Bernard Hwy, Violet, LA 70092, USA",22087030103,POINT (-89.89590559999999 29.8899721)
Public Schools,W. T. Henning Elementary School,"774 Henning Dr, Sulphur, LA 70663, USA",22019003000,POINT (-93.37215259999999 30.2180526)
Public Schools,W. W. Lewis Middle School,"1752 Cypress St, Sulphur, LA 70663, USA",22019003000,POINT (-93.361044 30.232898)
Public Schools,W. W. Stewart Elementary School,"1032 Belton St, Basile, LA 70515, USA",22039950300,POINT (-92.6072502 30.4811609)
Public Schools,W.L. Abney Elementary School,"825 Kostmayer Ave, Slidell, LA 70458, USA",22103040801,POINT (-89.7807561 30.25691)
Public Schools,W.O. Hall 6Th Grade Academy,"3111 Jones Ave, Alexandria, LA 71302, USA",22079012900,POINT (-92.43171 31.29169)
Public Schools,W.P. Foster Elementary School,"101 2nd St, Franklin, LA 70538, USA",22101041600,POINT (-91.49983019999999 29.7841137)
Public Schools,W.S. Lafargue Elementary School,"700 Plantation Rd, Thibodaux, LA 70301, USA",22057020500,POINT (-90.8307471 29.7815744)
Public Schools,W.T. Lewis Elementary School,"4701 Modica Lott Rd, Bossier City, LA 71111, USA",22015011109,POINT (-93.67787340000001 32.5645863)
Public Schools,Walker Elementary School,"13327 Wildcat Dr, Walker, LA 70785, USA",22063040401,POINT (-90.8661486 30.49069099999999)
Public Schools,Walker Freshman High School,"13443 Burgess Ave, Walker, LA 70785, USA",22063040401,POINT (-90.8627101 30.4892178)
Public Schools,Walker High School,"12646 Burgess Ave, Walker, LA 70785, USA",22063040401,POINT (-90.8772336 30.4892266)
Public Schools,Waller Elementary School,"1130 Patricia Dr, Bossier City, LA 71112, USA",22015010702,POINT (-93.6975885 32.509033)
Public Schools,Walnut Hill Elementary/Middle School,"9360 Woolworth Rd, Shreveport, LA 71129, USA",22017024202,POINT (-93.90177399999999 32.3881853)
Public Schools,Walter L. Cohen College Prep,"3520 Dryades St, New Orleans, LA 70115, USA",22071010000,POINT (-90.0945886 29.9301376)
Public Schools,Walter Schneckenburger Elem School,"26 Earnest Ave, Kenner, LA 70065, USA",22051020514,POINT (-90.2315751 30.0250603)
Public Schools,Ward Elementary School,"208 Shankland Ave, Jennings, LA 70546, USA",22053000500,POINT (-92.6593355 30.2316082)
Public Schools,Ware Youth Center,"3565 US-71, Coushatta, LA 71019, USA",22081960300,POINT (-93.37528239999999 32.0800031)
Public Schools,Warren Easton Senior High School,"3019 Canal St, New Orleans, LA 70119, USA",22071005000,POINT (-90.0905018 29.9685)
Public Schools,Washington Career & Technical Education Center,"605 Buhot St, Washington, LA 70589, USA",22097960200,POINT (-92.05778250000002 30.6091649)
Public Schools,Washington Elementary School,"Washington, LA 70589, USA",22097960200,POINT (-92.05761869999999 30.6088074)
Public Schools,Washington Montessori,"606 Clay St, Kenner, LA 70062, USA",22051028100,POINT (-90.24278269999999 29.9765054)
Public Schools,Washington/Marion Magnet High School,"2802 Pineview St, Lake Charles, LA 70615, USA",22019001400,POINT (-93.17424299999999 30.25195209999999)
Public Schools,Webster Junior High School,"700 E Union St, Minden, LA 71055, USA",22119031900,POINT (-93.27313629999999 32.611505)
Public Schools,Wedgewood Elementary School,"2330 Aspenwood Dr, Baton Rouge, LA 70816, USA",22033004505,POINT (-91.0135962 30.435656)
Public Schools,Welsh Elementary School,"222 Bourgeois St, Welsh, LA 70591, USA",22053000300,POINT (-92.812457 30.2353738)
Public Schools,Welsh High School,"306 Bourgeois St, Welsh, LA 70591, USA",22053000300,POINT (-92.81132819999999 30.2352628)
Public Schools,Welsh-Roanoke Junior High School,"8150 US-90, Roanoke, LA 70581, USA",22053000300,POINT (-92.7455774 30.2336684)
Public Schools,Werner Park Elementary School,"2715 Corbitt St, Shreveport, LA 71108, USA",22017022400,POINT (-93.7811121 32.4628245)
Public Schools,Wesley Ray Elementary School,"30523 E Wesley Ray Rd, Angie, LA 70426, USA",22117950102,POINT (-89.83856700000001 30.9717481)
Public Schools,West Feliciana High School,"8604 US-61, St Francisville, LA 70775, USA",22125951800,POINT (-91.38351589999999 30.8262)
Public Schools,West Feliciana Middle School,"9559 Bains Rd, St Francisville, LA 70775, USA",22125951800,POINT (-91.384785 30.8292458)
Public Schools,West Jefferson High School,"2200 8th St, Harvey, LA 70058, USA",22051026000,POINT (-90.0747267 29.9030027)
Public Schools,West Leesville Elementary School,"1200 Abe Allen Memorial Dr, Leesville, LA 71446, USA",22115950500,POINT (-93.2796458 31.1379739)
Public Schools,West Monroe High School,"201 Riggs St, West Monroe, LA 71291, USA",22073005500,POINT (-92.1398878 32.5108927)
Public Schools,West Ouachita High School,"4061 Caples Rd, West Monroe, LA 71292, USA",22073010503,POINT (-92.3368009 32.4277993)
Public Schools,West Ridge Middle School,"6977 Cypress St, West Monroe, LA 71291, USA",22073005301,POINT (-92.216903 32.5128761)
Public Schools,West St. John Elementary School (K-7),"2555 LA-18, Edgard, LA 70049, USA",22095071100,POINT (-90.566214 30.0449509)
Public Schools,West St. John High School,"480 LA-3127, Edgard, LA 70049, USA",22095071100,POINT (-90.5529535 30.01652709999999)
Public Schools,West St. Mary High School,"18333 LA-182, Baldwin, LA 70514, USA",22101041000,POINT (-91.568685 29.85776599999999)
Public Schools,West Thibodaux Middle School,"1111 E 12th St, Thibodaux, LA 70301, USA",22057020400,POINT (-90.81350139999999 29.7879926)
Public Schools,Westbank Community School,"2590 Barataria Blvd, Marrero, LA 70072, USA",22051027806,POINT (-90.10573219999999 29.8564299)
Public Schools,Westdale Heights Academic Magnet School,"2000 College Dr, Baton Rouge, LA 70808, USA",22033003801,POINT (-91.134915 30.4307117)
Public Schools,Westdale Middle School,"5650 Claycut Rd, Baton Rouge, LA 70806, USA",22033001900,POINT (-91.1321262 30.4408394)
Public Schools,Western Heights Elementary School,"1100 Elizabeth St, Westlake, LA 70669, USA",22019002600,POINT (-93.267467 30.2543047)
Public Schools,Westgate High School,"2305 Jefferson Island Rd, New Iberia, LA 70560, USA",22045030400,POINT (-91.8570847 29.9988085)
Public Schools,Westlake High School,"1000 Garden Dr, Westlake, LA 70669, USA",22019002600,POINT (-93.2643214 30.2613158)
Public Schools,Westminster Elementary School,"8935 Westminster Dr, Baton Rouge, LA 70809, USA",22033003804,POINT (-91.09219279999999 30.4103806)
Public Schools,Weston High School,"213 LA-505, Jonesboro, LA 71251, USA",22049970300,POINT (-92.60897580000001 32.2409873)
Public Schools,Westside Elementary School,"912 Delhomme Ave, Scott, LA 70583, USA",22055002002,POINT (-92.1029119 30.2362727)
Public Schools,Westside Junior High School,"12615 Burgess Ave, Walker, LA 70785, USA",22063040401,POINT (-90.87687559999999 30.4905239)
Public Schools,Westwood Elementary School,"1900 Sampson St, Westlake, LA 70669, USA",22019002600,POINT (-93.2574892 30.25615729999999)
Public Schools,Westwood Elementary School,"7325 Jewella Ave, Shreveport, LA 71108, USA",22017023400,POINT (-93.7960399 32.4356563)
Public Schools,Whispering Forest Elementary School,"38374 Spiehler Rd, Slidell, LA 70458, USA",22103040705,POINT (-89.761888 30.319311)
Public Schools,White Castle High School,"32695 Graham St, White Castle, LA 70788, USA",22047953000,POINT (-91.1462595 30.1661813)
Daycare Centers,Adventure Camp,"619 Henning Drive
Sulphur, LA 70663",NULL,POINT (-93.3720184 30.2184643)
Daycare Centers,ADVENTURELAND KIDS II,"39302 Highway 74
Gonzales, LA 70737",NULL,POINT (-90.9484801 30.2546597)
Daycare Centers,Adventureland Kids III,"39629 Tommy Moore Road
Gonzales, LA 70737",NULL,POINT (-90.938341 30.2768024)
Daycare Centers,After The Bell,"250 Barringer Dr.
Ponchatoula, LA 70454",NULL,POINT (-90.4513792 30.4469133)
Daycare Centers,Agape Angels Academy Child Development,"72 West Bank Expressway
Gretna, LA 70053",NULL,POINT (-90.0497561 29.9129196)
Daycare Centers,Agape Child Care Learning Center,"1304 Marshall Richardson
Bogalusa, LA 70427",NULL,POINT (-89.8555931 30.757373)
Daycare Centers,Aim Kidz 1,"15084 Airline Hwy
Prairieville, LA 70769",NULL,POINT (-90.9560893 30.2860878)
Daycare Centers,Alaya's Early Learning Center,"200 Reed Street
Hammond, LA 70403",NULL,POINT (-90.4816971 30.4960531)
Daycare Centers,Albany Early Learning Center,"30220 Hwy 43 North
Albany, LA 70711",NULL,POINT (-90.5841524 30.5352155)
Daycare Centers,Alexandria Day Care,"2321 Rapides Avenue
Alexandria, LA 71301",NULL,POINT (-92.4707114 31.3089873)
Daycare Centers,"Alicia's Kiddie Station, LLC","1827 Beaumont Drive
Baton Rouge, LA 70806",NULL,POINT (-91.1095049 30.4665979)
Daycare Centers,All About Kids,"4075 Hwy 80 East
Haughton, LA 71037",NULL,POINT (-93.580353 32.556372)
Daycare Centers,All About Kids,"700 Reigel Street
Lake Charles, LA 70607",NULL,POINT (-93.2124559 30.1782471)
Daycare Centers,All About Me Learning Center,"2508 Common Street
Lake Charles, LA 70601",NULL,POINT (-93.21434 30.2077506)
Daycare Centers,"All God's Children, Inc.","23068 Hwy 16
Denham Springs, LA 70726",NULL,POINT (-90.9020616 30.403006)
Daycare Centers,Allen Action Agency Inc Kinder Center,"1409 Carver Street
Kinder, LA 70648",NULL,POINT (-92.8422209 30.4945383)
Daycare Centers,Allen Action Agency Inc Oakdale Center,"820 Hwy 372
Oakdale, LA 71463",NULL,POINT (-92.6469598 30.8040315)
Daycare Centers,Allen Action Agency Oberlin Head Start,"116 N First Street
Oberlin, LA 70655",NULL,POINT (-92.7732769 30.622288)
Daycare Centers,Alpha Montessori School,"301 Canal Street
Metairie, LA 70005",NULL,POINT (-90.1266313 29.9925326)
Daycare Centers,"Alphonse Jackson, Jr. Early Head Start Center","2600 Martin Luther King
Shreveport, LA 71107",NULL,POINT (-93.813115 32.5437789)
Daycare Centers,Amana Christian Fellowship Preschool,"310 Milton Road
Maurice, LA 70555",NULL,POINT (-92.1211075 30.1023066)
Daycare Centers,Amani's World Early Childhood Education Center,"1198 N. Ardenwood Dr.
Baton Rouge, LA 70806",NULL,POINT (-91.1273195 30.4605742)
Daycare Centers,American Child Greenwood,"7061 Greenwood Springridge Rd.
Greenwood, LA 71033",NULL,POINT (-93.9715293 32.4423825)
Daycare Centers,American Child Preschool and Child Care,"426 E. Washington
Shreveport, LA 71104",NULL,POINT (-93.7247472 32.4849679)
Daycare Centers,Amigo Ames Preschool and Daycare,"2708 Amigo Avenue
Marrero, LA 70072",NULL,POINT (-90.1095043 29.8515538)
Daycare Centers,Amite Baptist Preschool and Daycare,"7100 Amite Church Road
Denham Springs, LA 70706",NULL,POINT (-90.9699814 30.5435394)
Daycare Centers,Amite Early Head Start,"306 S. Myrtle Street
Amite, LA 70422",NULL,POINT (-90.50395 30.7236022)
Daycare Centers,An Angel's Flight Child Care & Preschool,"2212 Athania Pkwy
Metairie, LA 70001",NULL,POINT (-90.1577828 29.9945765)
Daycare Centers,Angel Babies Childcare and Development Center,"320 East Miller Ave
Iowa, LA 70647",NULL,POINT (-93.0100346 30.2457858)
Daycare Centers,Angel Care Learning Center,"4223 Elysian Fields Avenue
New Orleans, LA 70122",NULL,POINT (-90.0589564 30.0015785)
Daycare Centers,"Angels Among Angels, Inc.","103 Craig Street
New Iberia, LA 70560",NULL,POINT (-91.79895 29.988414)
Daycare Centers,Angels Among Us Daycare LLC,"112 Lakewood Drive
Luling, LA 70070",NULL,POINT (-90.3458804 29.9121388)
Daycare Centers,Angels by Angels Christian Early Learnin,"5212 Glen Oaks
Baton Rouge, LA 70811",NULL,POINT (-91.1387061 30.5110538)
Daycare Centers,Angels Haven Daycare and Preschool,"8819 S. Claiborne Avenue
New Orleans, LA 70118",NULL,POINT (-90.1265243 29.9612012)
Daycare Centers,Angels Playland LLC,"16026 Airline Highway
Paraireville, LA 70769",NULL,POINT (-90.9680796 30.2996874)
Daycare Centers,Angels Unlimited,"8063 Olivia Drive
Denham Springs, LA 70706",NULL,POINT (-90.9542567 30.5713212)
Daycare Centers,Angels Unlimited 2,"8040 Olivia Drive
Denham Springs, LA 70706",NULL,POINT (-90.9545552 30.5709702)
Daycare Centers,Animal Crackers Learning Center,"15025 Jefferson Hwy
Baton Rouge, LA 70817",NULL,POINT (-91.021126 30.3784681)
Daycare Centers,AP CHURCH POINT HEAD START CENTER,"693 NORTH MAIN STREET
CHURCH POINT, LA 70525",NULL,POINT (-92.225415 30.41259)
Daycare Centers,AP RAYNE HEAD START CENTER,"600 WEST JEFF DAVIS STREET
RAYNE, LA 70578",NULL,POINT (-92.2738038 30.241984)
Daycare Centers,AP ROSS HEAD START CENTER,"800 NORTH WESTERN AVENUE
CROWLEY, LA 70526",NULL,POINT (-92.3831747 30.2133462)
Daycare Centers,AP- Estherwood Head Start Center,"214 Jefferson Avenue
Estherwood, LA 70534",NULL,POINT (-92.4639922 30.1871981)
Daycare Centers,Apple Tree Academy,"2001 Athania Pkwy
Metairie , LA 70001",NULL,POINT (-90.157417 29.992635)
Daycare Centers,Apple Tree Preschool,"360 Robert Boulevard
Slidell, LA 70458",NULL,POINT (-89.7534114 30.3006305)
Daycare Centers,"AppleTREE Academy, INC.","72125 Military Rd
Covington, LA 70435",NULL,POINT (-90.0831499 30.4801275)
Daycare Centers,Appletree Daycare LLC,"41133 Highway 933
Prairieville, LA 70769",NULL,POINT (-90.9179522 30.3135409)
Daycare Centers,"Appletree Kids, Inc.","919 Henning Drive
Sulphur, LA 70663",NULL,POINT (-93.3707714 30.2185547)
Daycare Centers,Archies ABC Learning Center,"518 Madeline Street
Lafayette, LA 70501",NULL,POINT (-92.0268919 30.2384923)
Daycare Centers,Arden Cahill Academy,"3101 Wall Boulevard
Gretna, LA 70056",NULL,POINT (-90.0301523 29.8676763)
Daycare Centers,Asbury Ark Academy,"3200 Airline Drive
Bossier City, LA 71111",NULL,POINT (-93.7105743 32.5646144)
Daycare Centers,Ascension Christian Early Learning Center,"10473 Airline Hwy
Gonzales, LA 70737",NULL,POINT (-90.8926676 30.2189414)
Daycare Centers,Ascension Head Start Site #1,"603 Lee Avenue
Donaldsonville, LA 70346",NULL,POINT (-90.982697 30.099696)
Daycare Centers,Ascension of Our Lord Pre School,"1809 Greenwood Drive
La Place, LA 70068",NULL,POINT (-90.4812459 30.0842361)
Daycare Centers,Assembly Preschool and Kindergarten,"1201 S 9th Street
Leesville, LA 71446",NULL,POINT (-93.2682643 31.1320754)
Daycare Centers,Audubon Primary Academy,"1501 Religious Street
New Orleans, LA 70130",NULL,POINT (-90.0669032 29.9329736)
Daycare Centers,Audubon Primary Preschool,"7818 Earhart Boulevard
New Orleans, LA 70125",NULL,POINT (-90.1126907 29.9595061)
Daycare Centers,Auntie B Learning Academy,"8001 Lafourche Street
New Orleans, LA 70127",NULL,POINT (-89.9781189 30.0513327)
Daycare Centers,Babineaux's Kiddie Kare,"211-A Alfred Street
Lafayette, LA 70501",NULL,POINT (-92.014565 30.241448)
Daycare Centers,Baby Baby Baby,"943A East McNeese Street
Lake Charles, La 70607",NULL,POINT (-93.2072753 30.1765649)
