AssetType,Name,Address,GEOID,geo
NORD Facilities,Olive Stallings playground,NULL,NULL,POINT (-90.077487099999999 29.9796765)
NORD Facilities,Oliver bush playground,NULL,NULL,POINT (-90.011124523999996 29.977162396000001)
NORD Facilities,Perry Rhoem Statium,NULL,NULL,POINT (-90.061092000000002 29.988152899999999)
NORD Facilities,Pontratrain park,NULL,NULL,POINT (-90.040788599999999 30.017453198999998)
NORD Facilities,Rosenwald Center,NULL,NULL,POINT (-90.095995544999994 29.954430923)
NORD Facilities,Sam Bonart,NULL,NULL,POINT (-90.020335498999998 29.9636304)
NORD Facilities,Sampson playground,NULL,NULL,POINT (-90.035166001999997 29.988992225000001)
NORD Facilities,Skelly Rupp Memorial Stadium,NULL,NULL,POINT (-90.031074481000005 29.932916354)
NORD Facilities,St Bernard received center,NULL,NULL,POINT (-90.074668000000003 29.992844999999999)
NORD Facilities,St. Roch Park,NULL,NULL,POINT (-90.052815088000003 29.977373710999998)
NORD Facilities,Stallings st claude,NULL,NULL,POINT (-90.032212666999996 29.963868282)
NORD Facilities,Taylor Playground,NULL,NULL,POINT (-90.094614617000005 29.944209749999999)
NORD Facilities,Treme received center,NULL,NULL,POINT (-90.069548593999997 29.964579113999999)
NORD Facilities,Westley barrow stadium,NULL,NULL,POINT (-90.042935900000003 30.028506799999999)
NORD Facilities,Whitney Young Pool,NULL,NULL,POINT (-90.130114714000001 29.924884553999998)
Places Of Worship,A Word of Light Ministries,7506  GARFIELD ST,NULL,POINT (-90.133290684245 29.935919727613)
Places Of Worship,Abiding Faith Temple,2501  URQUHART ST,NULL,POINT (-90.049909859202 29.971133066252)
Places Of Worship,Abundant Life Church,1701  FRANKLIN AVE,NULL,POINT (-90.047952790374 29.975230159728)
Places Of Worship,Abundant Life Church,9940  HAYNE BLVD,NULL,POINT (-89.984966464922 30.048400815338)
Places Of Worship,Algiers Church of God,730  THAYER ST,NULL,POINT (-90.042833426987 29.947689852166)
Places Of Worship,Aligiers United Methodist Church,701  VALLETTE ST,NULL,POINT (-90.049198897249 29.94869784793)
Places Of Worship,All Nations Fellowship,1139  NAPOLEON AVE,NULL,POINT (-90.101427140759 29.92350174278)
Places Of Worship,All Nations Fellowship,2524  NAPOLEON AVE,NULL,POINT (-90.103346790582 29.935917071765)
Places Of Worship,All Saints Catholic Church,1405  TECHE ST,NULL,POINT (-90.052034868663 29.941010675761)
Places Of Worship,All Souls Episcopal Church & Community Center,5500  ST CLAUDE AVE,NULL,POINT (-90.016733994325 29.961257030457)
Places Of Worship,Amozion Baptist Church,907  DESLONDE ST,NULL,POINT (-90.024639524728 29.961059124902)
Places Of Worship,Annunciation Mission,4505  CLAIBORNE AVE,NULL,POINT (-90.104914927252 29.94052672525)
Places Of Worship,Anshe Sfard Synagogue,2230  CARONDELET ST,NULL,POINT (-90.081930747561 29.93439601683)
Places Of Worship,Archdiocese of New Orleans,1000 S HOWARD AVE,NULL,POINT (-90.076739541487 29.945669984311)
Places Of Worship,Asbury United Methodist Church,2725  ERNEST ST,NULL,POINT (-89.982275857166 29.923154453092)
Places Of Worship,Aurora United Methodist Church,3300  ETON ST,NULL,POINT (-89.997867094794 29.92013435398)
Places Of Worship,Austerlitz Street Baptist Church,819  AUSTERLITZ ST,NULL,POINT (-90.095447236883 29.920720120939)
Places Of Worship,Baha'I Faith of New Orleans,333  ST CHARLES AVE,NULL,POINT (-90.070396671231 29.950703587948)
Places Of Worship,Baptist Community Ministries,1450  POYDRAS ST,NULL,POINT (-90.078348206272 29.951267906104)
Public Libraries,Epps Memorial Branch,"1324 North Simmons Street, Lake Charles, LA",NULL,POINT (-93.186428 30.2550155)
Public Libraries,Erath Branch,"210 South Broadway, Erath, LA",NULL,POINT (-92.0348736 29.9566427)
Public Libraries,Estherwood Branch,"116 N. Leblanc St., Estherwood, LA",NULL,POINT (-92.4642316 30.1813782)
Public Libraries,Eunice Municipal Library,"222 South Second Street, Eunice, LA",NULL,POINT (-92.4162417 30.4936474)
Public Libraries,Evangeline Branch,"123 Willis Lane, Evangeline, LA",NULL,POINT (-92.584277 30.2577813)
Public Libraries,Evangeline Parish,"242 West Main Street, Ville Platte, LA",NULL,POINT (-92.276543 30.689134)
Public Libraries,Extension Center Branch,"5802 Union Street, Shreveport, LA",NULL,POINT (-93.7721212 32.4557415)
Public Libraries,Fields Southwest Branch,"13487 Highway 389, Fields, LA",NULL,POINT (-93.5743295 30.5263142)
Public Libraries,Fisher Branch,"842 Four-L Drive, Fisher, LA",NULL,POINT (-93.4676866 31.4957731)
Public Libraries,Florien Branch,"514 West Port Arthur Avenue, Florien, LA",NULL,POINT (-93.4701581 31.4439344)
Public Libraries,Folsom Branch,"82393 Railroad Avenue, Folsom, LA",NULL,POINT (-90.1894405 30.6314675)
Public Libraries,Fontenot Memorial Branch,"1402 Center Street, Vinton, LA",NULL,POINT (-93.5802806 30.1911005)
Public Libraries,Franklin Parish Library,"705 Prairie Street, Winnsboro, LA",NULL,POINT (-91.7190713 32.164288)
Public Libraries,Frazee-Harris Memorial Branch,"493 Historic Main St., Garyville, LA",NULL,POINT (-90.6178773 30.056825)
Public Libraries,French Settlement Branch,"16015 Highway 16, French Settlement, LA",NULL,POINT (-90.7985749 30.2992539)
Public Libraries,Fuhrer Branch,"1264 Canterberry Drive, Alexandria, LA",NULL,POINT (-92.47818 31.28486)
Public Libraries,Galliano Branch,", Galliano, LA",NULL,POINT (-90.2992464 29.4421645)
Public Libraries,Galvez Branch,"40300 Hwy 42 At Autumn Leaves Drive, Prairieville, LA",NULL,POINT (-90.9297099 30.3237318)
Public Libraries,Georgetown Branch,"4570 Highway 500, Georgetown, LA",NULL,POINT (-92.3835749 31.76254)
Public Libraries,Georgie S. Johnson Branch,"1610 St. Charles St, Lecompte, LA",NULL,POINT (-92.4041135 31.0863563)
Public Libraries,Gibson Branch,"6363 South Bayou Black Drive, Gibson, LA",NULL,POINT (-90.9918645 29.6865013)
Public Libraries,Gilliam Branch,"12797 Main Street, Gilliam, LA",NULL,POINT (-93.845046 32.826983)
Public Libraries,Glenmora Branch,"1120 Seventh Street, Glenmora, LA",NULL,POINT (-92.5857595 30.968141)
Public Libraries,Golden Meadow Branch,"1501 North Bayou Drive, Golden Meadow, LA",NULL,POINT (-90.2736568 29.4023086)
Public Libraries,Grand Caillou Branch,"200 Badou Drive, Dulac, LA",NULL,POINT (-90.6980131 29.414812)
Public Libraries,Grand Isle Branch,"2734 La Highway 1, Grand Isle, LA",NULL,POINT (-90.007014 29.2255585)
Public Libraries,Grant Parish,"300 Main Street, Colfax, LA",NULL,POINT (-92.7118635 31.5168464)
Public Libraries,Greenwell Springs Road Regional Branch,"11300 Greenwell Springs Road, Baton Rouge, LA",NULL,POINT (-91.0576081 30.4938176)
Public Libraries,Gretna Branch,"102 Willow Drive, Gretna, LA",NULL,POINT (-90.0509696 29.9116055)
Public Libraries,Grosse Tete Branch,"18135 Willow St., Grosse Tete, LA",NULL,POINT (-91.4321525 30.4104585)
Public Libraries,Gueydan Branch,"605 Mcmurtry Street, Gueydan, LA",NULL,POINT (-92.5079732 30.0246994)
Public Libraries,Hackberry Branch,"983 Main Street, Hackberry, LA",NULL,POINT (-93.3645462 29.9932802)
Public Libraries,Hahnville Branch,"14996 River Road, D, Hahnville, LA",NULL,POINT (-90.4046151 29.9628666)
Public Libraries,Hamilton-South Caddo Branch,"2111 Bert Koons So. Industrial Loop, Shreveport, LA",NULL,POINT (-93.7942481 32.4008494)
Public Libraries,Hammond Branch,"314 East Thomas Street, Hammond, LA",NULL,POINT (-90.4579591 30.5045261)
Public Libraries,Harahan Branch,"219 Soniat Avenue, Harahan, LA",NULL,POINT (-90.201366 29.9362038)
Public Libraries,Haughton Branch,"116 W. Mckinley, Haughton, LA",NULL,POINT (-93.5055177 32.533627)
Public Libraries,Hayes Branch,"7709 Perier Street, Hayes, LA",NULL,POINT (-92.9209162 30.1109937)
Public Libraries,Heflin Branch,"7041 Highway 531, Heflin, LA",NULL,POINT (-93.2641118 32.4559794)
Public Libraries,Henry L. Aulds Jr. Branch,"3950 Wayne Avenue, Bossier City, LA",NULL,POINT (-93.6688936 32.4819275)
Public Libraries,Higginbotham-Bryson Branch,"9359 Greenwood Road, Greenwood, LA",NULL,POINT (-93.974229 32.443302)
Public Libraries,Hineston Branch,"1839 Highway 121, Hineston, LA",NULL,POINT (-92.7593726 31.1391268)
Public Libraries,Hosston Branch,"15487 Us Highway 71, Hosston, LA",NULL,POINT (-93.8776135 32.8877542)
Public Libraries,Iberia Parish Library,"445 E. Main St., New Iberia, LA",NULL,POINT (-91.8133225 30.0032614)
Public Libraries,Iberville Parish,"24605 J. Gerald Berret Blvd., Plaquemine, LA",NULL,POINT (-91.2476979 30.2654204)
Public Libraries,Independence Branch,"300 Fourth Street, Independence, LA",NULL,POINT (-90.5021395 30.6351513)
Public Libraries,Innis Branch,"4360 Nicholls Avenue, Innis, LA",NULL,POINT (-91.6806726 30.87796)
Public Libraries,Iota Branch,"119 Duson St., Iota, LA",NULL,POINT (-92.4944333 30.3312744)
Public Libraries,Iowa Branch,"107 East First Street, Iowa, LA",NULL,POINT (-93.0128262 30.2373061)
Public Libraries,J.L. Robertson Branch,"809 Tioga High School Road, Tioga, LA",NULL,POINT (-92.4250519 31.379164)
Public Libraries,Jackson Branch,"3312 College Street, Jackson, LA",NULL,POINT (-91.2135728 30.8390728)
Public Libraries,Jackson Parish Library,"614 South Polk Avenue, Jonesboro, LA",NULL,POINT (-92.7153852 32.2389044)
Public Libraries,Jeanerette Branch,"411 Kentucky Street, Jeanerette, LA",NULL,POINT (-91.6732263 29.9187563)
Public Libraries,Jefferson Davis Parish,"118 West Plaquemine Street, Jennnings, LA",NULL,POINT (-92.6588704 30.222768)
Public Libraries,Jefferson Parish Library,"4747 W. Napoleon Ave., Metairie, LA",NULL,POINT (-90.1863055 29.995691)
Public Libraries,Jennings Carnegie Public,"303 Cary Avenue, Jennings, LA",NULL,POINT (-92.6595443 30.2228546)
Public Libraries,Joe Webb Memorial Branch,"1919 Main Street, Haynesville, LA",NULL,POINT (-93.1388513 32.961858)
Public Libraries,Johnson Bayou Branch,"4586 Gulf Beach Highway, Cameron, LA",NULL,POINT (-93.5823963 29.761887)
Public Libraries,Jones Creek Regional Branch,"6222 Jones Creek Road, Baton Rouge, LA",NULL,POINT (-91.0182156 30.3963692)
Public Libraries,Jonesville Branch,"205 Pond Street, Jonesville, LA",NULL,POINT (-91.8135635 31.6281513)
Public Libraries,Julian Poydras Branch,"4985 Julian Poydras Lane, Rougon, LA",NULL,POINT (-91.373019 30.6098798)
Public Libraries,Kaplan Branch,"513 North Cushing Avenue, Kaplan, LA",NULL,POINT (-92.2839577 30.0018104)
Public Libraries,Kentwood Branch,"101 Avenue F, Kentwood, LA",NULL,POINT (-90.5068855 30.9382763)
Public Libraries,Killian Branch,"28278 Highway 22, Springfield, LA",NULL,POINT (-90.6062692 30.3090016)
Public Libraries,Kinder Branch,"4th Street, Kinder, LA",NULL,POINT (-92.855521 30.486836)
Public Libraries,Koran Branch,"1684 Highway 527-Johnson Store Rd., Haughton, LA",NULL,POINT (-93.5589766 32.397112)
Public Libraries,Krotz Springs Municipal Public Library,"216 Park St., Krotz Springs, LA",NULL,POINT (-91.7521324 30.5376794)
Public Libraries,Labadieville Branch,"105 Cherry Street, Labadieville, LA",NULL,POINT (-90.9607896 29.8321282)
Public Schools,College Oaks Elementary School,"3618 Ernest St, Lake Charles, LA 70605, USA",22019001000,POINT (-93.2241424 30.1920043)
Public Schools,Collegiate Baton Rouge,"282 Lobdell Blvd, Baton Rouge, LA 70806, USA",22033001102,POINT (-91.111437 30.4535027)
Public Schools,Columbia Elementary School,"205 Church St, Columbia, LA 71418, USA",22021000200,POINT (-92.0747164 32.1031281)
Public Schools,Combre-Fondel Elementary School,"2115 Fitzenreiter Rd, Lake Charles, LA 70601, USA",22019001400,POINT (-93.1909901 30.2643015)
Public Schools,Community School For Apprenticeship Learning,"1555 Madison Ave, Baton Rouge, LA 70802, USA",22033005100,POINT (-91.1738108 30.467513)
Public Schools,Concordia Education Center,"160 Kindergarten Rd, Ferriday, LA 71334, USA",22029000200,POINT (-91.565451 31.61909229999999)
Public Schools,Congetta Trippe Janet Elementary School,"2500 Bent Tree Blvd, Marrero, LA 70072, USA",22051027807,POINT (-90.1007901 29.84977529999999)
Public Schools,Converse High School,"400 Wildcat Dr, Converse, LA 71419, USA",22085000100,POINT (-93.6974647 31.7854213)
Public Schools,Cope Middle School,"4814 Shed Rd, Bossier City, LA 71111, USA",22015010601,POINT (-93.66610759999999 32.5450364)
Public Schools,Copper Mill Elementary/Middle School,"1300 Independence Blvd, Zachary, LA 70791, USA",22033004604,POINT (-91.1902212 30.6423643)
Public Schools,Corporal Michael Middlebrook Elementary School,"1801 Kaliste Saloom Rd, Lafayette, LA 70508, USA",22055001406,POINT (-92.032753 30.1686042)
Public Schools,Coteau Elementary School,"2414 Coteau Rd, New Iberia, LA 70560, USA",22045030301,POINT (-91.9134308 30.048405)
Public Schools,Coteau-Bayou Blue Elementary School,"2550 Coteau Rd, Houma, LA 70364, USA",22109000202,POINT (-90.7456442 29.6580719)
Public Schools,Cottonport Elementary,"950 Lemoine St, Cottonport, LA 71327, USA",22009030700,POINT (-92.0531172 30.9815189)
Public Schools,Covington Elementary School,"325 S Jackson St, Covington, LA 70433, USA",22103040602,POINT (-90.10602 30.47475)
Public Schools,Covington High School,"73030 Lions Dr, Covington, LA 70433, USA",22103040201,POINT (-90.13247 30.49363)
Public Schools,Crawford Elementary School,"935 Daniel St, Arcadia, LA 71001, USA",22013970100,POINT (-92.9073147 32.5553657)
Public Schools,Creekside Junior High,"65434 LA-41, Pearl River, LA 70452, USA",22103040102,POINT (-89.76585399999999 30.38231)
Public Schools,Crescent Elementary/Junior High School,"62575 Bayou Rd, Plaquemine, LA 70764, USA",22047952900,POINT (-91.2928744 30.2487569)
Public Schools,Crescent Leadership Academy,"2701 Lawrence St, New Orleans, LA 70114, USA",22071000602,POINT (-90.0285708 29.93757339999999)
Public Schools,Crestworth Elementary School,"11200 Ave F, Baton Rouge, LA 70807, USA",22033003000,POINT (-91.19583899999999 30.5435845)
Public Schools,Creswell Elementary School,"2901 Creswell Ave, Shreveport, LA 71104, USA",22017021200,POINT (-93.7405931 32.483197)
Public Schools,Crosley Elementary School,"700 Natchitoches St, West Monroe, LA 71291, USA",22073011100,POINT (-92.128013 32.500114)
Public Schools,Crowley High School,"8304, 8304, 263 Hengsens Rd, Crowley, LA 70526, USA",22001960400,POINT (-92.4026786 30.2588436)
Public Schools,Crowley Kindergarten School,"1119 N Parkerson Ave, Crowley, LA 70526, USA",22001960900,POINT (-92.3769945 30.2190961)
Public Schools,Crowley Middle School,"401 W Northern Ave, Crowley, LA 70526, USA",22001960900,POINT (-92.382168 30.2193522)
Public Schools,Crowville School,"Winnsboro, LA 71295, USA",22041950100,POINT (-91.5901215 32.240705)
Public Schools,Curtis Elementary School,"5600 Barksdale Blvd, Bossier City, LA 71112, USA",22015011002,POINT (-93.6486845 32.441299)
Public Schools,Cut Off Elementary School,"177 W 55th St, Cut Off, LA 70345, USA",22057021400,POINT (-90.3396042 29.5342778)
Public Schools,Cypress Academy,"3121 St Bernard Ave, New Orleans, LA 70119, USA",22071003701,POINT (-90.0746037 29.9900205)
Public Schools,Cypress Cove Elementary School,"540 S Military Rd, Slidell, LA 70461, USA",22103040708,POINT (-89.71744 30.27493)
Public Schools,Cypress Cove Elementary School,"700 Currie Dr, Sulphur, LA 70665, USA",22019003300,POINT (-93.38789589999999 30.1970648)
Public Schools,Cypress Point Elementary School,"6701 Mosswood Dr, Monroe, LA 71203, USA",22073000401,POINT (-92.03484429999999 32.5423678)
Public Schools,Cypress Springs Elementary School,"1040 Saratoga St, Ruston, LA 71270, USA",22061961000,POINT (-92.6659547 32.5181871)
Public Schools,D'Arbonne Woods Charter School,"9560 LA-33, Farmerville, LA 71241, USA",22111960300,POINT (-92.4306654 32.742691)
Public Schools,D.C. Reeves Elementary School,"18026 Sister's Rd, Ponchatoula, LA 70454, USA",22105954502,POINT (-90.43148339999999 30.4468903)
Public Schools,D.F. Huddle Elementary,"505 Texas Ave, Alexandria, LA 71301, USA",22079012200,POINT (-92.4754241 31.29765119999999)
Public Schools,Daspit Road Elementary School,"1103 Daspit Rd, New Iberia, LA 70563, USA",22045030500,POINT (-91.80816899999999 30.0264311)
Public Schools,David Thibodaux Stem Magnet Academy,"805 Teurlings Dr, Lafayette, LA 70501, USA",22055001200,POINT (-91.9900644 30.2482171)
Public Schools,David Wade Correctional Center,"670 Bell Hill Rd, Homer, LA 71040, USA",22027950200,POINT (-93.0193999 32.9056733)
Public Schools,Delcambre Elementary School,"706 M.L.K. Jr Dr, Delcambre, LA 70528, USA",22113951002,POINT (-91.9947626 29.95141479999999)
Public Schools,Delcambre High School,"601 W Main St, Delcambre, LA 70528, USA",22113951002,POINT (-91.993128 29.9468167)
Public Schools,Delhi Charter School,"6940 LA-17, Delhi, LA 71232, USA",22083970200,POINT (-91.497152 32.4264942)
Public Schools,Delhi Elementary School,"509 Main St, Delhi, LA 71232, USA",22083970100,POINT (-91.4918539 32.4621872)
Public Schools,Delhi High School,"413 Main St, Delhi, LA 71232, USA",22083970100,POINT (-91.4924164 32.462184)
Public Schools,Delhi Middle School,"106 Toombs St, Delhi, LA 71232, USA",22083970100,POINT (-91.4839741 32.4618625)
Public Schools,Delmont Pre-K And Kindergarten Center,"5300 Douglas Ave, Baton Rouge, LA 70805, USA",22033000300,POINT (-91.1618318 30.4983726)
Public Schools,Delta Charter School Mst,"300 Lynwood Dr, Ferriday, LA 71334, USA",22029000200,POINT (-91.56526699999999 31.650271)
Public Schools,Delta Jr. High School,"7661 Mer Rouge-Collinston Rd, Mer Rouge, LA 71261, USA",22067950600,POINT (-91.8127248 32.7544749)
Public Schools,Democracy Prep Baton Rouge,"4055 Prescott Rd, Baton Rouge, LA 70805, USA",22033000400,POINT (-91.14885439999999 30.4878739)
Public Schools,Denham Springs Elementary School,"Adoration Dr, Denham Springs, LA 70726, USA",22063040600,POINT (-90.9435901 30.4917869)
Public Schools,Denham Springs Freshman High School,"940 N Range Ave, Denham Springs, LA 70726, USA",22063040600,POINT (-90.9553845 30.4951568)
Public Schools,Denham Springs High School,"1000 N Range Ave, Denham Springs, LA 70726, USA",22063040600,POINT (-90.95547789999999 30.4967644)
Public Schools,Denham Springs Junior High School,"401 Hatchell Ln, Denham Springs, LA 70726, USA",22063040600,POINT (-90.944907 30.4876344)
Public Schools,Dequincy Elementary School,"1605 W 4th St, Dequincy, LA 70633, USA",22019002400,POINT (-93.4567768 30.4427248)
Public Schools,Lafayette Renaissance Charter Academy,"205 Vienne Ln, Lafayette, LA 70507, USA",22055001001,POINT (-92.0295648 30.2700311)
Public Schools,Lagrange Elementary School,"2129 Chatsworth Rd, Franklin, LA 70538, USA",22101041300,POINT (-91.5226565 29.7914705)
Public Schools,Lagrange High School,"3420 Louisiana Ave, Lake Charles, LA 70607, USA",22019001100,POINT (-93.2070002 30.1954529)
Public Schools,Lake Arthur Elementary School,"Mill St, Lake Arthur, LA 70549, USA",22053000400,POINT (-92.677565 30.0853659)
Public Schools,Lake Arthur High School,"4374 Tiger Ln, Lake Arthur, LA 70549, USA",22053000400,POINT (-92.66928329999999 30.0968569)
Public Schools,Lake Charles Charter Academy,"3160 Power Center Pkwy, Lake Charles, LA 70607, USA",22019001700,POINT (-93.1712472 30.1867368)
Public Schools,Lake Charles College Prep,"2750 Power Center Pkwy, Lake Charles, LA 70607, USA",22019001700,POINT (-93.1764517 30.1871857)
Public Schools,Lake Elementary School,"14185 LA-431, St Amant, LA 70774, USA",22005030102,POINT (-90.87282689999999 30.2747697)
Public Schools,Lake Forest Elementary Charter School,"11110 Lake Forest Blvd, New Orleans, LA 70128, USA",22071001747,POINT (-89.9593392 30.0351534)
Public Schools,Lake Harbor Middle School,"1700 Viola St, Mandeville, LA 70448, USA",22103041210,POINT (-90.0416381 30.3824097)
Public Schools,Lake Pontchartrain Elementary School,"3328 US-51, Laplace, LA 70068, USA",22095070200,POINT (-90.46763279999999 30.0815235)
Public Schools,Lakeshore High School,"26301 LA-1088, Mandeville, LA 70448, USA",22103040701,POINT (-89.9666783 30.4056143)
Public Schools,Lakeshore School,"550 Balboa Dr, Monroe, LA 71203, USA",22073000500,POINT (-92.0377283 32.5328595)
Public Schools,Lakeside Junior-Senior High School,"9090 US-371, Sibley, LA 71073, USA",22119032100,POINT (-93.3030151 32.5170458)
Public Schools,Lakeside Primary School,"16500 LA-431, Prairieville, LA 70769, USA",22005030103,POINT (-90.8503173 30.3130558)
Public Schools,Lakeview Annex,"7305 LA-9, Campti, LA 71411, USA",22069000200,POINT (-93.08820539999999 31.9235948)
Public Schools,Lakeview Jr./Sr. High School,"7305 LA-9, Campti, LA 71411, USA",22069000200,POINT (-93.08820539999999 31.9235948)
Public Schools,Lakewood Elementary School,"501 E Heather Dr, Luling, LA 70070, USA",22089063100,POINT (-90.348582 29.9004956)
Public Schools,Langston Hughes Charter Academy,"3519 Trafalgar St, New Orleans, LA 70119, USA",22071003701,POINT (-90.080559 29.988075)
Public Schools,Laplace Elementary School,"393 Greenwood Dr, Laplace, LA 70068, USA",22095070400,POINT (-90.4919894 30.0813952)
Public Schools,Larose-Cut Off Middle School,"13356 W Main St, Larose, LA 70373, USA",22057021400,POINT (-90.3648742 29.5626068)
Public Schools,Lasalle Elementary School,"8000 Lasalle Ave, Baton Rouge, LA 70806, USA",22033002000,POINT (-91.1031745 30.4341057)
Public Schools,Lasalle High School,"1460 Blake, Olla, LA 71465, USA",22059970100,POINT (-92.24137759999999 31.8970099)
Public Schools,Lasalle Junior High School,"5960 Tannehill Dr, Urania, LA 71480, USA",22059970100,POINT (-92.2941582 31.8695493)
Public Schools,Laureate Academy Charter School,"2115 Oakmere Dr, Harvey, LA 70058, USA",22051027810,POINT (-90.08683889999999 29.8673605)
Public Schools,Laurel Oaks Charter School,"440 N Foster Dr, Baton Rouge, LA 70806, USA",22033001103,POINT (-91.13855649999999 30.4525259)
Public Schools,Lawrence D. Crocker College Prep,"2301 Marengo St, New Orleans, LA 70115, USA",22071010100,POINT (-90.0986468 29.9337971)
Public Schools,Lawtell Elementary School,"1013 School Rd, Opelousas, LA 70570, USA",22097960700,POINT (-92.2033513 30.51462649999999)
Public Schools,Leblanc Elementary School,"4511 E La Highway 338, LA-338, Abbeville, LA 70510, USA",22113950902,POINT (-92.0499134 30.0152819)
Public Schools,Leblanc Middle School,"1100 N Crocker St, Sulphur, LA 70663, USA",22019002700,POINT (-93.3798352 30.250472)
Public Schools,Lebleu Settlement Elementary School,"6509 LA-3059, Lake Charles, LA 70615, USA",22019002000,POINT (-93.082433 30.2748025)
Public Schools,Lee High School,"1105 Lee Dr, Baton Rouge, LA 70808, USA",22033002601,POINT (-91.1519563 30.4051838)
Public Schools,Lee Road Junior High School,"79131 Highway 40 (Lee Road), Covington, LA 70435, USA",22103040103,POINT (-90.0761315 30.581136)
Public Schools,Leesville High School,"502 Berry Dr, Leesville, LA 71446, USA",22115950400,POINT (-93.2574197 31.1504098)
Public Schools,Leesville Junior High School,"480 Berry Ave, Leesville, LA 71446, USA",22115950400,POINT (-93.2584412 31.148149)
Public Schools,Legacy Elementary School,"4830 Swan Lake Spur, Bossier City, LA 71111, USA",22015011108,POINT (-93.69622299999999 32.6191451)
Public Schools,Legion Park Elementary School,"710 Williams Ave, Houma, LA 70364, USA",22109000500,POINT (-90.7178469 29.6053479)
Public Schools,Lenwil Elementary School,"West Monroe, LA 71292, USA",22073005900,POINT (-92.1625228 32.4660903)
Public Schools,Leo E. Kerner Jr. Elementary School,"4924 City Park St, Lafitte, LA 70067, USA",22051027901,POINT (-90.125103 29.7376153)
Public Schools,Leonville Elementary School,"3774 LA-31, Leonville, LA 70551, USA",22097960500,POINT (-91.9793795 30.4750401)
Public Schools,Lessie Moore Elementary School,"207 Griffith St, Pineville, LA 71360, USA",22079011600,POINT (-92.41946999999999 31.33456)
Public Schools,Levi Milton Elementary School,"31450 Walker Rd N, Walker, LA 70785, USA",22063040402,POINT (-90.86185379999999 30.5239939)
Public Schools,Lewis Vincent Elementary School,"7686 Vincent Rd, Denham Springs, LA 70726, USA",22063040806,POINT (-90.9614594 30.448441)
Public Schools,Lexington Elementary School,"1905 Spencer Ave, Monroe, LA 71201, USA",22073000200,POINT (-92.11441889999999 32.5359283)
Public Schools,Lincoln Elementary School For The Arts,"1429 Ames Blvd, Marrero, LA 70072, USA",22051026800,POINT (-90.1135913 29.8884574)
Public Schools,Lincoln Parish Early Childhood Center,"801 E Mississippi Ave, Ruston, LA 71270, USA",22061960600,POINT (-92.6279217 32.5300862)
Public Schools,Lincoln Preparatory School,"407 Central Ave, Grambling, LA 71245, USA",22061960300,POINT (-92.71075739999999 32.5220729)
Public Schools,Linwood Public Charter School,"401 W 70th St, Shreveport, LA 71106, USA",22017023700,POINT (-93.76399649999999 32.44121610000001)
Public Schools,Lisa Park Elementary School,"6639 Lisa Park Ave, Houma, LA 70364, USA",22109000401,POINT (-90.7389571 29.62067519999999)
Public Schools,Little Oak Middle School,"59241 Rebel Dr, Slidell, LA 70461, USA",22103040709,POINT (-89.73861 30.2903)
Public Schools,Little Pearl Elementary School,"63829 Old Hwy 11, Pearl River, LA 70452, USA",22103040704,POINT (-89.7536653 30.357078)
Public Schools,Livaudais Middle School,"925 Lamar Ave, Terrytown, LA 70056, USA",22051025003,POINT (-90.026245 29.8912879)
Public Schools,Live Oak Elementary School,"3020 N University Ave, Lafayette, LA 70507, USA",22055001001,POINT (-92.0484793 30.2864919)
Public Schools,Live Oak Elementary School,"35194 Old La Hwy 16, Denham Springs, LA 70706, USA",22063040303,POINT (-90.95160729999999 30.5784094)
Public Schools,Live Oak High School,"36079 LA-16, Denham Springs, LA 70706, USA",22063040301,POINT (-90.9506045 30.5910561)
Public Schools,Shenandoah Elementary School,"16555 Appomattox Ave, Baton Rouge, LA 70817, USA",22033004508,POINT (-91.00096599999999 30.3958441)
Public Schools,Sherrouse School,"300 Sherrouse Ave, Monroe, LA 71203, USA",22073000402,POINT (-92.0715512 32.5236112)
Public Schools,Sherwood Middle Academic Academy,"1020 Marlbrook Dr, Baton Rouge, LA 70815, USA",22033003702,POINT (-91.06286419999999 30.4465932)
Public Schools,Shirley Johnson/Gretna Park Elementary School,"1130 Gretna Blvd, Gretna, LA 70053, USA",22051025400,POINT (-90.0519779 29.89396229999999)
Public Schools,Shreve Island Elementary School,"836 Sewanee Pl, Shreveport, LA 71105, USA",22017022900,POINT (-93.7116174 32.4787232)
Public Schools,Sicily Island High School,"303 Falcon Ave, Sicily Island, LA 71368, USA",22025000100,POINT (-91.6562462 31.8438321)
Public Schools,Simpson High School,"4262 LA-8, Simpson, LA 71474, USA",22115950100,POINT (-93.00826459999999 31.2618122)
Public Schools,Simsboro High School,"1 Tiger Dr, Simsboro, LA 71275, USA",22061960200,POINT (-92.7865659 32.5341636)
Public Schools,Singer High School,"153 LA-110, Singer, LA 70660, USA",22011960700,POINT (-93.4115647 30.654381)
Public Schools,Sixth Ward Elementary School,"2547, 72360 LA-41, Pearl River, LA 70452, USA",22103040102,POINT (-89.8080681 30.4816536)
Public Schools,Sixth Ward Elementary School,"3245 Valcour Aime St, Vacherie, LA 70090, USA",22093040600,POINT (-90.7532377 30.00251519999999)
Public Schools,Sixth Ward Middle School,"1865 Choctaw Rd, Thibodaux, LA 70301, USA",22057020800,POINT (-90.7395951 29.8512653)
Public Schools,Slaughter Community Charter School,"2944 LA-412, Slaughter, LA 70777, USA",22037951501,POINT (-91.1530358 30.7206308)
